User Name,Slack Integration,Most Used Page,Had Free Trial,User MRR,Weekly Logins,Company Name,Industry,Company Size,Territory,Sales Call in Trial,Zendesk Integration,Salesforce Integration,Gmail Integration,Most common referrer,Most common IP,Sales Touches to Close,Used Admin Panel,Has Issued Support Request
Katie Lafosse,No,/tool/storyboard,No,39,5,Hushmail,Technology,$100M - $500M,West,No,No,Yes,Yes,/google.com,142.93.8.33,16,No,No
Frances Ross,No,/tool/storyboard,No,1299,6,Hushmail,Technology,$100M - $500M,West,No,No,No,Yes,/tripadvisor.com,162.243.108.141,6,No,Yes
Melanie Stevens,No,/tool/storyboard,No,39,5,Hushmail,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/mail.google.com,162.243.108.141,15,No,Yes
Patricia Shumaker,No,/tool/storyboard,No,169,2,Hushmail,Technology,$100M - $500M,West,No,No,Yes,Yes,/quora,165.227.215.62,4,No,Yes
Javier Morales,Yes,/tool/storyboard,Yes,1299,7,Hushmail,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/google.com,72.35.40.34,10,Yes,Yes
Charles Burton,No,/tool/storyboard,No,169,4,Hushmail,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/quora,45.55.9.218,14,Yes,No
Jason Blackburn,Yes,/tool/storyboard,Yes,169,12,Hushmail,Technology,$100M - $500M,West,No,No,No,Yes,/mail.google.com,159.203.166.41,16,Yes,No
Len Queen,No,/login,No,169,0,Hushmail,Technology,$100M - $500M,West,No,Yes,No,No,/tripadvisor.com,67.205.132.241,14,No,No
Nicole Orr,No,/tool/storyboard,No,39,4,Hushmail,Technology,$100M - $500M,West,Yes,No,Yes,No,/quora,138.68.240.218,14,Yes,Yes
Marcelle Gehrke,Yes,/tool/storyboard,Yes,39,9,Hushmail,Technology,$100M - $500M,West,Yes,No,Yes,No,/tripadvisor.com,165.227.215.62,12,No,No
Kathy Schmidt,No,/tool/storyboard,No,169,3,Hushmail,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/mail.google.com,192.200.200.99,11,No,Yes
Raymond Watson,Yes,/tool/storyboard,Yes,39,8,Hushmail,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/mail.google.com,138.197.222.35,4,No,Yes
Carl Tremper,No,/tool/storyboard,No,39,3,Hushmail,Technology,$100M - $500M,West,No,Yes,Yes,Yes,zoom.com,162.243.108.129,10,No,No
Ellen Sutton,No,/tool/storyboard,No,39,5,Hushmail,Technology,$100M - $500M,West,No,No,Yes,Yes,/google.com,162.243.108.161,16,No,No
Sylvia Stuart,No,/tool/storyboard,No,39,4,Hushmail,Technology,$100M - $500M,West,Yes,No,No,Yes,/facebook.com,138.68.41.90,11,No,Yes
Joe Olaughlin,No,/tool/storyboard,No,39,4,Hushmail,Technology,$100M - $500M,West,No,No,Yes,No,/quora,159.203.166.41,9,No,Yes
Jennifer Wagner,No,/tool/storyboard,No,39,6,Hushmail,Technology,$100M - $500M,West,No,Yes,No,No,zoom.com,67.205.132.241,15,No,Yes
Francis Freeman,No,/tool/storyboard,No,169,3,Hushmail,Technology,$100M - $500M,West,Yes,Yes,No,No,/quora,72.35.40.34,7,No,Yes
Kristin Fagan,No,/tool/storyboard,No,39,3,Hushmail,Technology,$100M - $500M,West,No,Yes,No,Yes,/tripadvisor.com,159.203.166.41,12,No,No
John Todd,Yes,/tool/storyboard,Yes,169,7,Hushmail,Technology,$100M - $500M,West,Yes,No,No,No,/slack.com,162.243.108.141,10,Yes,Yes
Lena Harrelson,No,/tool/storyboard,No,39,4,Hushmail,Technology,$100M - $500M,West,No,No,Yes,No,/facebook.com,162.243.108.161,6,Yes,No
Ann Flores,Yes,/tool/storyboard,Yes,39,9,InVision,Technology,$100M - $500M,East,No,Yes,No,No,/tripadvisor.com,45.55.9.218,12,Yes,Yes
Stephen Miller,No,/tool/storyboard,No,39,5,InVision,Technology,$100M - $500M,East,No,No,Yes,Yes,zoom.com,45.55.9.218,12,No,Yes
Fred Wiedenheft,No,/tool/storyboard,No,39,4,InVision,Technology,$100M - $500M,East,No,No,No,Yes,zoom.com,45.55.9.218,4,No,Yes
Robert Palomares,No,/dashboard,No,169,4,InVision,Technology,$100M - $500M,East,Yes,No,No,Yes,/mail.google.com,72.35.40.34,15,Yes,No
George Halpin,No,/tool/storyboard,No,39,4,InVision,Technology,$100M - $500M,East,Yes,Yes,No,Yes,/mail.google.com,165.227.215.62,11,No,No
Margie Cribbs,Yes,/tool/storyboard,Yes,169,6,InVision,Technology,$100M - $500M,East,No,No,No,No,zoom.com,162.243.107.120,16,Yes,Yes
Dorothy Felice,No,/tool/storyboard,No,39,7,InVision,Technology,$100M - $500M,East,Yes,Yes,No,No,/google.com,159.203.166.41,7,No,Yes
Suzanne Thomas,Yes,/tool/search,Yes,39,3,InVision,Technology,$100M - $500M,East,Yes,Yes,No,No,zoom.com,198.199.120.102,12,No,No
Daniel Sandoval,No,/tool/storyboard,No,169,4,InVision,Technology,$100M - $500M,East,No,Yes,Yes,Yes,/google.com,45.55.9.218,13,Yes,No
Jacqueline Roberts,No,/tool/storyboard,Yes,1299,6,InVision,Technology,$100M - $500M,East,No,No,Yes,No,/facebook.com,138.197.222.35,11,No,No
Amy Kelly,No,/login,No,169,3,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,Yes,zoom.com,72.35.40.34,7,No,No
Anthony Donovan,No,/tool/storyboard,No,169,6,InVision,Technology,$100M - $500M,East,Yes,No,Yes,Yes,/google.com,34.87.141.207,16,Yes,No
Edgar Hachting,Yes,/tool/storyboard,Yes,1299,10,InVision,Technology,$100M - $500M,East,Yes,Yes,No,No,/mail.google.com,162.243.107.120,11,Yes,Yes
Holly Knickrehm,Yes,/tool/storyboard,Yes,39,6,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,Yes,/slack.com,138.197.222.35,13,Yes,Yes
Stella Munson,Yes,/tool/storyboard,Yes,39,15,InVision,Technology,$100M - $500M,East,No,Yes,No,Yes,/mail.google.com,138.197.222.35,5,Yes,No
George Claxton,Yes,/tool/storyboard,Yes,39,8,InVision,Technology,$100M - $500M,East,No,No,No,No,/mail.google.com,102.129.249.120,13,No,No
Pablo Houser,No,/tool/search,No,39,0,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,Yes,/mail.google.com,138.68.41.90,16,No,Yes
Leon Carmichael,No,/tool/storyboard,No,39,3,InVision,Technology,$100M - $500M,East,Yes,No,No,Yes,/mail.google.com,192.200.200.99,15,Yes,No
Julia Medez,Yes,/tool/storyboard,Yes,169,11,InVision,Technology,$100M - $500M,East,No,Yes,No,Yes,/slack.com,138.68.41.90,5,Yes,Yes
Brian Vaccaro,Yes,/tool/storyboard,Yes,1299,7,InVision,Technology,$100M - $500M,East,No,Yes,No,No,/slack.com,67.205.132.241,16,Yes,Yes
Simone Hunter,No,/tool/storyboard,Yes,39,7,InVision,Technology,$100M - $500M,East,No,Yes,No,Yes,hotels.com,162.243.108.161,6,No,No
Charles Fairbank,No,/dashboard,No,39,1,InVision,Technology,$100M - $500M,East,No,No,Yes,No,hotels.com,138.68.240.218,16,No,No
Effie Martinez,Yes,/tool/storyboard,Yes,169,13,InVision,Technology,$100M - $500M,East,Yes,Yes,No,Yes,hotels.com,102.129.249.120,15,No,Yes
Raymond Green,No,/tool/storyboard,No,169,4,InVision,Technology,$100M - $500M,East,No,No,Yes,Yes,hotels.com,134.209.44.228,10,Yes,No
Jack Brown,Yes,/tool/storyboard,Yes,169,11,InVision,Technology,$100M - $500M,East,No,No,Yes,No,zoom.com,45.55.9.218,16,No,No
Andre Fugitt,No,/tool/storyboard,No,169,4,InVision,Technology,$100M - $500M,East,No,Yes,No,No,/quora,198.199.120.102,11,Yes,No
James Richardson,No,/tool/storyboard,No,39,2,InVision,Technology,$100M - $500M,East,Yes,No,Yes,No,/tripadvisor.com,134.209.44.228,7,No,Yes
Derek Watkins,No,/login,No,169,4,InVision,Technology,$100M - $500M,East,No,Yes,No,Yes,/tripadvisor.com,162.243.108.129,8,Yes,Yes
Ramon Wallace,No,/tool/storyboard,No,39,5,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,No,/slack.com,134.209.44.228,16,Yes,Yes
Sara Reedy,Yes,/tool/storyboard,Yes,169,9,InVision,Technology,$100M - $500M,East,Yes,No,No,Yes,/mail.google.com,198.199.120.102,7,Yes,No
David Sullivan,Yes,/tool/storyboard,Yes,169,14,InVision,Technology,$100M - $500M,East,No,Yes,No,Yes,/mail.google.com,192.200.200.99,6,No,Yes
Felicia Rawson,No,/tool/storyboard,Yes,39,16,InVision,Technology,$100M - $500M,East,Yes,No,Yes,Yes,/facebook.com,162.243.107.120,11,No,Yes
Charles Emanuel,No,/tool/storyboard,No,39,5,InVision,Technology,$100M - $500M,East,Yes,No,Yes,Yes,/slack.com,159.203.166.41,9,No,No
Lee Harris,No,/tool/storyboard,No,169,1,InVision,Technology,$100M - $500M,East,No,No,No,Yes,/tripadvisor.com,72.35.40.34,12,Yes,No
Margaret Burns,No,/tool/search,Yes,1299,9,InVision,Technology,$100M - $500M,East,Yes,No,No,Yes,/quora,162.243.108.161,8,Yes,No
Ann Kuykendall,No,/tool/build_query,Yes,39,6,InVision,Technology,$100M - $500M,East,No,Yes,No,Yes,/tripadvisor.com,72.35.40.34,7,No,Yes
Mona Mcguinn,No,/tool/storyboard,No,1299,7,InVision,Technology,$100M - $500M,East,No,Yes,No,No,/google.com,138.68.240.218,15,Yes,Yes
Jennie Burnett,No,/tool/storyboard,No,169,7,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,Yes,hotels.com,134.209.44.228,6,No,No
Mary Richardson,Yes,/tool/storyboard,Yes,169,10,InVision,Technology,$100M - $500M,East,No,Yes,Yes,No,hotels.com,102.129.249.120,16,No,No
Joseph Cook,No,/tool/storyboard,No,39,6,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,Yes,/quora,138.68.41.90,15,Yes,Yes
Paul Dancer,No,/tool/storyboard,No,39,6,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,No,/slack.com,159.203.166.41,6,Yes,No
Carole Williams,No,/tool/storyboard,No,39,4,InVision,Technology,$100M - $500M,East,No,No,No,No,/facebook.com,138.68.41.90,10,No,No
Kathleen Greenberg,No,/tool/storyboard,No,169,6,InVision,Technology,$100M - $500M,East,No,Yes,No,Yes,/quora,138.68.240.218,16,No,Yes
Daniel Leyva,Yes,/tool/search,Yes,169,7,InVision,Technology,$100M - $500M,East,No,No,No,Yes,/quora,102.129.249.120,6,No,Yes
William Price,No,/tool/storyboard,No,169,7,InVision,Technology,$100M - $500M,East,No,No,Yes,Yes,/facebook.com,162.243.108.129,12,Yes,Yes
Omar Phillips,No,/tool/storyboard,No,39,6,InVision,Technology,$100M - $500M,East,Yes,No,No,Yes,/tripadvisor.com,162.243.108.161,13,Yes,No
William Saunders,No,/login,No,169,0,InVision,Technology,$100M - $500M,East,No,No,No,No,/tripadvisor.com,159.203.166.41,7,Yes,Yes
Andy Wolfe,Yes,/tool/storyboard,Yes,39,7,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,No,/quora,72.35.40.34,16,No,Yes
Brenda Naccarato,No,/tool/storyboard,No,39,3,InVision,Technology,$100M - $500M,East,Yes,Yes,No,No,/quora,142.93.8.33,13,Yes,Yes
Cheryl Franz,Yes,/tool/storyboard,Yes,39,11,InVision,Technology,$100M - $500M,East,Yes,Yes,Yes,No,/google.com,162.243.108.129,7,No,Yes
Geraldo Lyon,Yes,/tool/storyboard,Yes,39,5,InVision,Technology,$100M - $500M,East,Yes,Yes,No,Yes,/mail.google.com,72.35.40.34,16,Yes,Yes
Gilbert Johnson,No,/tool/storyboard,No,1299,3,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,Yes,No,/google.com,162.243.107.120,5,No,No
Alice Love,No,/tool/storyboard,No,39,4,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,/slack.com,102.129.249.120,14,Yes,No
Christopher Maurin,No,/tool/storyboard,No,169,4,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,No,zoom.com,72.35.40.34,13,No,No
Sabrina Keenan,No,/tool/storyboard,No,39,5,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,zoom.com,67.205.132.241,9,No,No
Stacy Whetstine,Yes,/tool/storyboard,Yes,39,7,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,Yes,No,/mail.google.com,191.96.42.80,6,Yes,Yes
Andrew Leisure,No,/login,No,39,4,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/google.com,192.200.200.99,6,No,Yes
Diane Chapman,No,/tool/storyboard,No,39,4,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,No,/slack.com,142.93.8.33,9,Yes,Yes
Sarah Brown,No,/tool/storyboard,No,169,7,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,No,/slack.com,174.138.54.49,14,No,No
Valerie Kendrick,No,/tool/storyboard,Yes,169,9,LiveRamp,Technology,$100M - $500M,West,Yes,No,Yes,No,/tripadvisor.com,67.205.132.241,12,Yes,Yes
Betty Pope,No,/tool/storyboard,No,39,6,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,No,/facebook.com,138.197.222.35,16,Yes,No
Wesley Atkinson,No,/tool/storyboard,No,169,3,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,No,/facebook.com,138.68.240.218,13,No,No
Frederick Rodriguez,Yes,/tool/storyboard,Yes,39,8,LiveRamp,Technology,$100M - $500M,West,Yes,No,Yes,No,zoom.com,192.200.200.99,13,Yes,No
Beverly Robinson,No,/tool/storyboard,No,169,3,LiveRamp,Technology,$100M - $500M,West,Yes,No,Yes,No,hotels.com,138.197.222.35,11,No,No
Tonia Houston,Yes,/tool/storyboard,Yes,169,5,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,/mail.google.com,138.68.240.218,15,Yes,No
Valerie Cain,No,/tool/storyboard,No,39,4,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,No,zoom.com,162.243.107.120,8,No,Yes
John Meredith,No,/tool/storyboard,Yes,169,7,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/google.com,191.96.42.80,6,Yes,Yes
Jennifer James,No,/home,No,39,3,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,Yes,zoom.com,138.68.240.218,5,No,No
Antionette Sikes,No,/tool/storyboard,No,39,3,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,/mail.google.com,165.227.215.62,14,Yes,No
Allyson Rolland,No,/tool/storyboard,Yes,39,14,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,No,/quora,162.243.108.129,5,No,No
Lee Ledet,Yes,/tool/storyboard,Yes,39,9,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,/tripadvisor.com,162.243.108.141,16,No,No
Jefferson Pray,No,/tool/storyboard,No,169,3,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,No,/slack.com,165.227.215.62,12,No,No
Claire Breeden,No,/tool/storyboard,No,169,4,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,Yes,zoom.com,102.129.249.120,5,Yes,Yes
William Enloe,No,/tool/storyboard,Yes,169,10,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,/tripadvisor.com,162.243.108.129,11,No,Yes
Ralph Jaimes,No,/tool/build_query,No,169,1,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,Yes,/facebook.com,138.68.240.218,13,No,Yes
Kyle Price,No,/tool/storyboard,No,39,5,LiveRamp,Technology,$100M - $500M,West,No,No,No,Yes,/mail.google.com,34.87.141.207,9,No,No
Tana Harris,No,/tool/storyboard,No,169,2,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/quora,192.200.200.99,7,No,Yes
Samantha Demmer,No,/tool/storyboard,No,169,6,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,No,/mail.google.com,102.129.249.120,4,No,Yes
Carrol Crain,No,/tool/storyboard,No,39,4,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,Yes,Yes,/facebook.com,67.205.132.241,6,No,No
Jennifer Duncan,No,/tool/storyboard,No,169,5,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,Yes,zoom.com,192.200.200.99,8,No,No
Karen Mcmeen,No,/tool/storyboard,No,39,6,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/slack.com,142.93.8.33,7,Yes,Yes
Stephanie Robinson,No,/tool/storyboard,No,39,6,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,No,zoom.com,159.203.166.41,9,No,Yes
Gary Pardee,Yes,/tool/storyboard,Yes,169,7,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/facebook.com,138.68.240.218,9,Yes,Yes
Todd Varden,Yes,/tool/storyboard,Yes,169,14,LiveRamp,Technology,$100M - $500M,West,Yes,No,Yes,Yes,/slack.com,138.197.222.35,13,No,Yes
Salvador Zuniga,Yes,/dashboard,Yes,1299,11,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,/slack.com,34.87.141.207,12,Yes,Yes
Clarissa Roes,No,/tool/storyboard,No,39,3,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,/facebook.com,138.197.222.35,14,No,Yes
Susan Davis,No,/tool/storyboard,No,39,5,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,No,/google.com,162.243.107.120,16,No,No
Kim Baker,Yes,/tool/storyboard,Yes,169,8,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/slack.com,162.243.108.129,5,Yes,Yes
Anthony Forth,No,/login,No,169,4,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,/slack.com,162.243.107.120,7,No,No
Paul Morgan,No,/tool/storyboard,No,169,7,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,No,zoom.com,138.68.240.218,4,No,Yes
Laura Beauchamp,No,/tool/storyboard,Yes,39,10,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,Yes,/facebook.com,67.205.132.241,8,Yes,No
Jessica Robinson,No,/tool/storyboard,No,1299,2,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/google.com,162.243.108.161,10,Yes,Yes
Joshua Chugg,Yes,/tool/storyboard,Yes,169,6,LiveRamp,Technology,$100M - $500M,West,No,No,No,Yes,/tripadvisor.com,67.205.132.241,15,No,No
Olive Chong,No,/tool/storyboard,No,169,5,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,No,/mail.google.com,192.200.200.99,15,Yes,Yes
Juana Cantrell,No,/tool/storyboard,No,169,4,LiveRamp,Technology,$100M - $500M,West,No,No,No,Yes,/google.com,192.200.200.99,7,No,No
Rolando Gadd,No,/home,No,39,3,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,No,/google.com,162.243.108.141,5,Yes,No
Teresa Boyer,No,/tool/storyboard,No,39,5,LiveRamp,Technology,$100M - $500M,West,No,No,No,Yes,/slack.com,162.243.108.129,4,No,No
Lester Clark,No,/login,No,39,3,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,/mail.google.com,134.209.44.228,5,Yes,Yes
Jorge Conley,No,/tool/storyboard,Yes,39,9,LiveRamp,Technology,$100M - $500M,West,Yes,No,No,Yes,/slack.com,142.93.8.33,12,No,Yes
Esther Grier,No,/login,No,39,1,LiveRamp,Technology,$100M - $500M,West,Yes,No,No,Yes,/quora,138.197.222.35,6,Yes,No
Woodrow Merkel,No,/tool/storyboard,No,39,4,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,No,hotels.com,162.243.108.141,4,No,Yes
Mattie Nelson,Yes,/tool/storyboard,Yes,39,7,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,Yes,zoom.com,72.35.40.34,9,No,Yes
Reyna Maynard,No,/tool/storyboard,No,39,5,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,hotels.com,162.243.108.129,9,No,No
Wanda Powers,Yes,/tool/storyboard,Yes,1299,6,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/tripadvisor.com,192.200.200.99,6,No,Yes
Jessica Smith,No,/tool/storyboard,Yes,39,7,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,No,/google.com,45.55.9.218,14,Yes,Yes
Esmeralda Frank,Yes,/tool/storyboard,Yes,39,4,LiveRamp,Technology,$100M - $500M,West,No,No,No,Yes,/facebook.com,191.96.42.80,11,Yes,Yes
Norma Eldridge,Yes,/home,Yes,39,4,LiveRamp,Technology,$100M - $500M,West,Yes,No,Yes,No,/quora,159.203.166.41,16,No,Yes
Kathleen Hansen,No,/tool/storyboard,Yes,169,13,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,/facebook.com,162.243.108.161,14,Yes,Yes
Robert Harley,No,/tool/storyboard,No,169,3,LiveRamp,Technology,$100M - $500M,West,No,No,No,Yes,hotels.com,174.138.54.49,7,No,Yes
Douglas Liebsch,Yes,/tool/storyboard,Yes,39,7,LiveRamp,Technology,$100M - $500M,West,Yes,No,No,Yes,/tripadvisor.com,162.243.108.129,5,No,Yes
Brandon Madera,Yes,/tool/storyboard,Yes,39,13,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/facebook.com,138.197.222.35,11,No,Yes
Lola Birmingham,Yes,/tool/storyboard,Yes,39,14,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,zoom.com,142.93.8.33,15,No,No
Kathy Wehausen,Yes,/tool/storyboard,Yes,39,15,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,No,/quora,142.93.8.33,9,No,No
Carl Huitt,No,/tool/storyboard,No,169,7,LiveRamp,Technology,$100M - $500M,West,No,Yes,Yes,Yes,/facebook.com,134.209.44.228,7,Yes,No
Kimberly Rogers,Yes,/tool/storyboard,Yes,169,8,LiveRamp,Technology,$100M - $500M,West,No,No,Yes,Yes,/quora,162.243.107.120,16,No,No
Beatrice Cummings,No,/login,No,39,1,LiveRamp,Technology,$100M - $500M,West,No,No,No,No,/facebook.com,134.209.44.228,8,Yes,No
Salvador Flynn,Yes,/tool/storyboard,Yes,169,12,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,/quora,198.199.120.102,4,No,Yes
Salvador Dunbar,No,/tool/storyboard,No,39,3,LiveRamp,Technology,$100M - $500M,West,Yes,Yes,No,Yes,/slack.com,134.209.44.228,10,No,Yes
Patricia Bolyard,No,/tool/storyboard,No,39,3,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,Yes,/quora,134.209.44.228,16,Yes,No
Tara Loske,No,/tool/build_query,Yes,39,6,LiveRamp,Technology,$100M - $500M,West,No,Yes,No,No,zoom.com,198.199.120.102,14,Yes,Yes
Beverly Sauer,No,/tool/storyboard,Yes,1299,12,Lucky Brand,Consumer Products,$100M - $500M,West,No,No,Yes,No,hotels.com,174.138.54.49,14,Yes,No
John Hatcher,No,/tool/build_query,Yes,39,11,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,Yes,No,/tripadvisor.com,138.197.222.35,12,No,Yes
Dora Parrish,No,/tool/search,No,39,3,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,No,No,zoom.com,138.68.41.90,13,Yes,Yes
Harriet Hastings,No,/tool/storyboard,No,1299,3,Lucky Brand,Consumer Products,$100M - $500M,West,No,No,Yes,No,hotels.com,191.96.42.80,6,Yes,Yes
Joseph Mcanally,No,/tool/storyboard,No,169,6,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,No,No,/mail.google.com,192.200.200.99,15,No,No
George Alexander,No,/tool/storyboard,Yes,39,5,Lucky Brand,Consumer Products,$100M - $500M,West,No,No,No,No,/slack.com,45.55.9.218,5,Yes,No
Edward Crawford,No,/tool/storyboard,No,169,5,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,Yes,Yes,Yes,/quora,45.55.9.218,14,No,Yes
Allen Peterkin,Yes,/tool/storyboard,Yes,39,10,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,No,No,/tripadvisor.com,134.209.44.228,8,Yes,Yes
Naomi Perrone,Yes,/tool/storyboard,Yes,39,11,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,No,Yes,/tripadvisor.com,67.205.132.241,13,No,Yes
John Ellett,No,/tool/build_query,No,39,2,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,Yes,No,Yes,zoom.com,72.35.40.34,15,Yes,Yes
Pamela Cornett,No,/tool/storyboard,No,169,6,Lucky Brand,Consumer Products,$100M - $500M,West,No,No,No,No,/slack.com,162.243.108.129,4,No,Yes
William Ibarra,Yes,/tool/storyboard,Yes,169,12,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,Yes,No,No,/slack.com,45.55.9.218,4,No,No
Cara Gary,No,/tool/storyboard,No,39,3,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,No,No,/mail.google.com,162.243.108.129,12,Yes,No
Samuel Huffman,No,/tool/storyboard,No,169,6,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,No,Yes,/quora,165.227.215.62,15,Yes,No
Josephine Osman,No,/tool/storyboard,No,39,4,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,Yes,No,/quora,162.243.107.120,15,No,Yes
Ann Gentry,No,/tool/storyboard,No,39,3,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,Yes,Yes,hotels.com,34.87.141.207,9,No,Yes
Amber Taylor,No,/tool/storyboard,Yes,39,15,Lucky Brand,Consumer Products,$100M - $500M,West,No,Yes,No,Yes,/mail.google.com,162.243.108.141,11,No,No
Catherine Miller,No,/tool/storyboard,Yes,169,6,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,Yes,No,Yes,hotels.com,162.243.108.161,12,Yes,No
Sylvia Diaz,No,/tool/storyboard,No,169,6,Lucky Brand,Consumer Products,$100M - $500M,West,No,No,Yes,Yes,/tripadvisor.com,138.197.222.35,5,No,Yes
Linda Parish,No,/tool/storyboard,Yes,39,16,Lucky Brand,Consumer Products,$100M - $500M,West,No,No,No,No,/google.com,159.203.166.41,6,No,Yes
Vickie Mahurin,No,/tool/storyboard,Yes,39,6,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,Yes,No,Yes,/quora,45.55.9.218,4,No,Yes
Vivian Gorski,Yes,/tool/storyboard,Yes,169,14,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,Yes,Yes,Yes,/mail.google.com,72.35.40.34,15,Yes,Yes
Rose Castellucci,No,/dashboard,No,39,3,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,No,Yes,Yes,/google.com,34.87.141.207,4,No,No
Guadalupe Clemens,No,/tool/storyboard,No,39,5,Lucky Brand,Consumer Products,$100M - $500M,West,Yes,Yes,Yes,Yes,/mail.google.com,162.243.108.141,11,No,No
